"","NEG1","NEG2","NEG3","NEG4","POS1","POS2","POS3","POS4"
"Tmem237",1038,912,1059,1043,909,1158,1271,1662
"G730003C15Rik",17,2,10,11,12,8,16,25
"Mpp4",7,14,10,8,7,17,16,6
"Gm19125",0,0,0,1,0,0,0,0
"Als2",848,985,1321,1240,1113,1188,1256,1919
"Cdk15",106,157,155,113,139,97,244,161
"Gm29016",1,0,2,0,0,0,0,2
"Fzd7",3166,3036,3821,3034,3281,3180,4206,5619
"Gm26813",0,0,0,1,0,1,0,0
"Gm973",34,27,21,36,17,44,48,37
"Gm28411",1,0,0,0,0,0,0,0
"Sumo1",1866,2004,1468,1392,1650,2435,2610,2868
"D430013B06Rik",51,55,41,56,51,36,61,60
"Nop58",4087,6150,5276,5234,4917,9158,8265,7922
"Snord70",6,8,2,8,5,7,14,14
"Gm26287",17,9,15,25,26,33,38,34
"Snord11",4,2,4,3,2,3,1,11
"Bmpr2",9051,10177,16155,13338,11287,10766,16135,26526
"Gm38125",12,15,0,6,18,2,15,18
"Fam117b",1082,1059,1652,1386,1363,1321,1562,2083
"Gm37531",3,5,0,2,1,1,7,2
"Ica1l",5,3,9,3,6,6,6,4
"Wdr12",628,742,686,530,600,1086,784,1249
"Carf",516,578,584,510,510,477,831,883
"Gm15464",1,0,1,0,7,3,2,4
"Nbeal1",3087,3351,4907,4729,4272,3918,5989,9172
"Cyp20a1",2575,2451,3436,2951,2994,3381,3743,4905
"6030460B20Rik",1,4,6,4,7,0,0,22
"Abi2",1926,2062,2448,2141,2046,2374,2715,3862
"Raph1",2575,3076,4740,3796,3399,3227,4260,5733
"Gm11575",0,0,0,3,4,2,7,2
"Gm11578",0,0,1,2,0,0,0,0
"Eif4a-ps4",144,247,233,209,185,375,299,436
"Cd28",29,20,26,34,22,17,51,47
"2310016D23Rik",0,0,0,0,0,0,2,0
"Gm37198",0,0,0,0,3,0,0,0
"Gm11609",0,0,0,1,0,0,0,0
"Gm11581",22,12,16,6,11,8,16,16
"Ctla4",0,0,0,0,2,0,3,0
"Rpl18-ps1",7,6,8,8,10,19,8,4
"Gm11582",1,0,1,1,0,0,0,1
"Icos",55,37,61,58,37,39,65,60
"Rpl17-ps1",0,0,0,0,0,5,1,1
"Gm28449",0,0,0,0,0,1,0,0
"Pard3b",2280,2093,3620,2886,2708,2530,3685,4960
"Gm37205",12,4,5,0,1,0,2,3
"Gm38012",18,4,2,3,1,0,13,4
"Gm38278",2,2,0,0,2,0,2,2
"Gm38075",2,4,0,3,5,1,3,6
"Gm38351",0,0,1,1,7,3,5,2
"Pard3bos3",8,5,5,5,2,8,9,4
"Gm11599",7,6,3,3,2,5,3,7
"Nrp2",3016,4756,6173,4897,4647,3510,4599,6831
"Gm29083",0,0,4,0,0,0,6,0
"Gm37121",9,18,15,2,14,3,16,20
"Gm4208",0,0,0,0,1,0,0,0
"Ino80d",2807,3831,4515,3990,3612,3048,4308,6552
"Rps13-ps7",1,0,0,0,0,0,0,0
"Rps27-ps1",1,1,0,0,0,0,1,0
"Ino80dos",75,50,36,56,57,52,79,89
"Gm20342",46,79,52,35,56,51,82,98
"Ndufs1",3328,4042,3948,3265,3351,4117,4279,5794
"Eef1b2",17527,17955,12180,10956,12541,23869,20680,18082
"Gm26457",9,10,7,5,4,15,11,4
"Snora41",68,104,77,61,83,130,81,82
"Gpr1",907,393,384,448,356,326,936,286
"Platr12",0,0,0,0,0,0,1,0
"Zdbf2",27,66,16,75,19,21,61,52
"Gm11605",8,5,4,4,7,4,12,10
"Adam23",1855,1616,2163,2527,2090,4013,2919,5426
"Mdh1b",0,0,0,1,0,0,0,1
"Fastkd2",691,706,556,546,584,829,1044,949
"4933402D24Rik",0,0,0,1,0,0,2,0
"Gm13751",0,0,0,0,0,5,0,0
"Gm13754",0,9,1,1,2,2,4,2
"Gm13749",27,26,35,29,20,30,63,71
"Klf7",4569,6298,7848,6508,5922,5728,7751,10209
"Gm13748",0,0,0,2,0,2,0,0
"Gm13750",0,2,0,0,0,1,1,2
"Gm28981",0,0,0,0,0,0,1,0
"Gm28980",0,0,0,2,0,0,0,2
"Creb1",2715,3000,3551,3050,3015,3547,3945,5844
"Mettl21a",1038,971,1013,934,1005,1071,1255,1607
"Gm28982",1,5,1,5,4,1,2,3
"Gm29152",53,66,54,52,57,53,59,113
"2810408I11Rik",30,42,29,45,24,67,17,39
"Ccnyl1",1596,1995,2696,2440,2235,3068,2432,3192
"Fzd5",760,1234,1381,1538,1149,1458,1537,1747
"Gm38058",4,3,4,2,3,0,2,1
"Plekhm3",1109,1152,1787,1651,1562,1422,1759,2798
"Rpl10a-ps1",186,211,185,120,160,369,317,248
"Akr1cl",1,7,1,0,6,7,7,21
"Crygd",0,2,5,1,0,10,0,1
"Gm7329",0,0,1,0,0,0,0,0
"D630023F18Rik",3,0,1,0,0,2,4,2
"Idh1",7527,7538,8755,7162,7129,8978,9934,13767
"Pikfyve",1943,2533,3277,2780,2784,2876,3022,5663
"Pth2r",6,13,5,8,4,6,13,11
"Gm28927",0,0,0,0,0,0,1,0
"Gm8805",4,4,0,1,1,2,1,1
"Gm8812",0,0,0,0,0,0,0,1
"Map2",224,414,258,390,380,386,641,582
"Gm25411",0,0,0,0,0,0,2,0
"Unc80",32,66,41,48,47,10,61,77
"Rpe",1754,1872,1868,1780,1749,2146,2473,3284
"Kansl1l",1003,958,1225,1128,1039,898,1676,1782
"Gm37570",29,16,13,21,12,3,31,22
"Gm38387",13,18,20,15,13,3,10,19
"Gm38162",6,9,8,9,5,2,10,10
"Gm15789",1,9,3,0,4,4,0,1
"6820402A03Rik",8,16,3,7,5,2,12,9
"Gm37285",13,19,21,10,20,9,41,23
"Gm37755",0,6,0,2,1,2,6,1
"Gm38218",6,7,8,8,9,5,7,6
"Acadl",3880,3682,3673,3516,3466,4708,5277,6135
"Gm15793",18,14,12,16,11,20,21,14
"Myl1",129,92,45,52,48,75,113,88
"Rpl31-ps14",0,1,4,6,6,8,8,9
"Lancl1",1666,1665,1603,1366,1425,1886,2429,2249
"Cps1",1,2,10,5,9,0,2,7
"Erbb4",0,0,0,0,8,6,0,0
"Gm37769",0,0,0,0,2,0,0,0
"Gm29113",0,1,2,0,5,0,4,0
"Ikzf2",153,213,204,208,151,184,263,437
"Gm29112",3,1,2,0,0,0,0,0
"Gm28112",1,0,1,0,0,0,0,0
"Gm28580",1,0,0,2,1,0,0,0
"Bard1",74,67,76,50,40,46,74,118
"Gm16236",0,0,0,0,0,0,0,1
"Gm8870",0,1,1,0,0,0,0,0
"Abca12",0,1,0,0,1,4,0,1
"Atic",3889,4402,5364,4205,4241,6087,4656,7749
"Fn1",1269667,1470093,2809591,2207367,1793118,1719357,2062157,3419690
"Apol7d",62,67,116,116,70,99,73,65
"Gm5829",4,1,2,1,1,3,1,1
"Gm5256",1,0,0,0,0,1,0,2
"Gm8883",33,31,40,31,44,25,42,33
"Gm28818",17,37,25,22,22,49,26,49
"4933417E11Rik",9,3,7,19,1,9,11,14
"4930556G22Rik",0,2,1,0,0,0,0,0
"Gm5528",5,1,2,3,0,4,3,8
"Gm8885",1,2,2,0,0,1,1,0
"Gm4319",15,6,7,8,5,8,9,7
"Mreg",11,21,17,10,9,21,28,16
"Pecr",396,472,399,343,304,441,447,527
"Tmem169",18,23,36,32,24,17,35,33
"Xrcc5",1175,1202,1422,1093,1020,1346,1473,1841
"Marchf4",3,2,5,2,1,4,3,8
"Gm15843",12,7,6,5,0,10,16,8
"Smarcal1",1181,1623,1588,1273,1292,1546,1725,2293
"Gm39662",0,0,0,1,0,0,0,0
"Rpl37a",7595,6372,4901,3948,4875,10137,7972,5604
"Igfbp2",183,108,179,81,66,255,362,106
"Igfbp5",463827,407490,475434,493750,420585,309697,667873,488052
"1700027A15Rik",0,0,0,0,0,2,0,0
"Pinc",0,0,0,0,6,1,0,1
"Gm9553",13,31,24,15,39,7,17,48
"C530043A13Rik",3,2,0,1,37,0,3,17
"Gm29186",0,4,0,2,1,0,2,1
"6030407O03Rik",8,14,8,3,7,4,12,11
"Gm29183",11,18,12,8,6,11,11,5
"Mir6351",0,0,0,1,0,0,0,0
"Tns1",29431,34035,45836,38818,41765,39312,45341,64427
"Rufy4",13,5,11,10,5,2,5,10
"Cxcr2",27,17,4,4,9,2,9,19
"Arpc2",13471,14032,19062,15150,15810,22139,18270,22664
"Gpbar1",17,11,15,28,17,39,21,23
"Aamp",6197,8434,7999,7191,7205,10638,8330,11109
"Gm28364",1,3,1,1,4,3,3,0
"Pnkd",617,678,815,780,819,1020,1043,1213
"Gm37503",16,3,12,23,14,27,26,12
"Tmbim1",7772,10160,9601,8313,8629,13237,10319,13504
"Gm29358",6,1,3,4,8,3,5,6
"Gm37931",3,1,1,5,0,1,8,4
"Catip",53,129,65,99,85,83,97,147
"Slc11a1",201,222,177,273,250,275,461,316
"Ctdsp1",9029,11355,12597,10240,10219,12976,12562,17415
"Mir26b",0,0,0,0,0,0,0,1
"Vil1",5,0,2,3,1,0,0,7
"Usp37",751,1323,1328,1313,1216,1577,1429,1895
"Gm37733",17,6,16,5,20,7,16,30
"Cnot9",1394,1707,1934,1501,1614,2084,1944,2643
"Plcd4",7,8,2,6,2,9,5,5
"Zfp142",1398,1608,2777,2401,2275,2445,2241,4025
"Bcs1l",594,768,708,652,637,887,756,1033
"Rnf25",1273,1616,1531,1348,1364,1959,1732,2007
"Stk36",288,337,463,393,406,435,380,621
"Ttll4",1574,2038,2367,2307,2099,2481,2575,3719
"Cyp27a1",728,607,492,424,610,488,1060,560
"Prkag3",2,1,4,4,5,9,4,2
"Wnt6",59,104,81,75,80,85,98,96
"Wnt10a",19,32,22,23,19,49,20,39
"Cdk5r2",4,0,5,5,4,4,4,3
"Cfap65",0,0,0,0,0,4,3,0
"Ihh",8,4,4,6,11,8,8,11
"Nhej1",143,173,152,162,149,198,188,268
"Slc23a3",12,18,19,32,16,19,24,30
"Cnppd1",3236,3714,4067,3632,3839,4732,4650,5381
"Retreg2",5098,5543,6572,4993,5680,6965,6252,7640
"Zfand2b",768,850,752,646,702,1043,1033,1046
"Abcb6",17,11,9,16,12,19,14,20
"Gm29253",0,0,0,0,0,1,0,0
"Atg9a",1232,1562,2554,2212,2205,2077,2437,4018
"Ankzf1",757,855,897,685,828,819,937,1303
"Glb1l",1728,2169,2605,2044,2162,2456,2548,3611
"Stk16",2117,2691,2152,2037,2095,3013,2901,3361
"Tuba4a",358,710,660,567,659,873,866,580
"Dnajb2",1967,2734,2747,2231,2282,3259,2907,3555
"Ptprn",361,579,593,803,363,571,450,820
"Gm28294",5,3,0,2,1,2,1,0
"Dnpep",4347,4654,4514,3842,3925,5881,5529,6430
"Des",5139,8550,7153,7742,6668,8224,7549,9185
"Gm15179",0,0,0,0,2,0,1,0
"Speg",1342,2412,1912,2217,1913,1789,2000,2910
"Gm15178",0,0,0,0,0,0,0,2
"Gmppa",4122,4685,5603,5170,4789,6696,5481,7981
"Asic4",0,13,0,3,0,7,2,7
"Gm37264",2,5,7,11,5,18,4,16
"Chpf",13598,16844,20744,18800,17751,22826,17083,26146
"Obsl1",3685,5330,6363,5437,5747,6796,5445,10044
"Tmem198",145,179,243,181,162,254,191,244
"Inha",217,263,258,290,261,206,236,339
"Stk11ip",1695,2057,2294,2168,2134,2179,2392,3034
"Slc4a3",2662,3502,3812,3484,3449,4241,4269,5584
"Gm5257",0,0,1,1,0,0,2,1
"Epha4",428,525,836,648,767,545,933,1133
"Gm28386",0,0,0,0,2,0,0,1
"Pax3",0,5,3,2,6,5,12,5
"Gm2102",1,0,2,4,0,0,0,0
"Sgpp2",0,0,0,0,1,0,0,0
"Farsb",1420,1687,2063,1631,1748,2893,1971,2958
"4833412K13Rik",4,5,4,4,8,6,6,18
"BC035947",0,0,0,0,0,6,0,0
"Mogat1",0,3,0,3,0,0,2,6
"5730419F03Rik",0,0,0,0,0,0,0,1
"Acsl3",697,1060,1074,827,973,1118,1114,1311
"Utp14b",294,483,429,404,412,425,460,551
"Gm6159",4,5,4,7,2,3,2,11
"Kcne4",1839,2390,2776,3136,2904,3333,3549,4063
"Gm29187",11,7,4,6,6,3,6,12
"Gm5830",1,1,0,1,0,0,5,3
"Scg2",31,121,103,75,146,148,195,214
"Ap1s3",2,3,3,3,8,18,2,5
"Wdfy1",964,1261,1210,1167,1078,1301,1358,1701
"Mrpl44",418,348,367,270,318,456,423,526
"Serpine2",16633,25271,25496,29401,21331,23971,23931,32727
"Gm5529",0,2,3,2,4,8,4,5
"Gm28071",0,0,1,1,0,3,0,0
"9830004L10Rik",0,0,0,4,0,0,0,0
"Gm37932",0,0,1,0,0,0,1,0
"Cul3",6446,7404,9055,7301,7269,8679,9047,12262
"Gm37902",32,25,14,26,21,22,24,43
"Gm37262",7,12,0,2,13,4,5,7
"Gm29125",1,3,1,0,0,8,0,0
"Gm6189",1,0,0,0,0,0,1,0
"1700016L21Rik",2,0,0,0,0,0,0,0
"Dock10",1686,1765,2075,2584,2205,1907,3127,3607
"Gm37645",7,0,0,1,4,0,2,7
"Gm38062",0,0,1,0,0,0,6,0
"A630081D01Rik",0,0,2,2,0,0,0,2
"Nyap2",0,0,0,0,0,0,1,0
"Gm5530",7,2,4,10,7,10,16,12
"Gm7516",3,1,1,0,0,1,0,0
"Irs1",3193,3826,5238,4285,4226,3651,5195,8986
"Rhbdd1",1258,1235,1761,1654,1589,1699,1987,2915
"Gm19552",1,0,1,1,3,1,0,4
"Col4a4",510,575,452,438,484,575,1021,1213
"Col4a3",123,172,167,157,116,165,281,480
"C430014B12Rik",49,57,68,63,54,89,68,85
"Mff",3367,3262,3065,2865,3237,4115,4995,4957
"Gm28941",3,21,10,17,27,14,12,41
"Tm4sf20",0,0,0,0,0,0,0,1
"Gm17764",2,0,0,0,0,0,0,0
"Agfg1",6376,6704,9521,7379,7457,9456,9506,12597
"A030005L19Rik",13,20,15,17,25,21,17,16
"A030014E15Rik",2,3,0,3,1,11,10,4
"Gm7544",0,0,1,0,0,0,0,0
"Gm7553",0,0,1,0,0,3,0,1
"Slc19a3",45,18,64,51,51,49,92,57
"Gm7539",1,2,0,0,0,0,1,0
"Krtap28-13",3,0,1,3,0,0,2,0
"Ccl20",32,47,63,50,65,35,61,44
"Gm29519",0,0,2,2,1,3,0,0
"Daw1",15,5,4,2,5,3,8,14
"Gm6244",0,1,7,1,4,6,0,2
"Sphkap",98,144,175,184,115,230,235,509
"Gm6374",23,3,8,7,16,8,17,26
"4933436I20Rik",0,0,0,0,0,0,1,0
"Pid1",2240,1156,1419,1185,1225,942,2744,1172
"Gm37058",16,4,0,2,3,1,4,3
"Mir6353",7,5,0,0,0,0,0,0
"Dner",11,9,10,6,6,5,41,20
"Gm37925",1,0,0,0,0,0,0,0
"Trip12",12242,14547,18871,16382,14580,16685,19496,29196
"Gm38374",15,14,4,9,6,1,12,16
"Gm37738",24,33,6,26,14,11,22,29
"Fbxo36",169,152,154,117,119,202,172,219
"Slc16a14",0,0,1,2,1,2,4,9
"Gm15433",5,3,11,4,8,4,14,19
"Gm29284",3,0,0,3,2,3,0,2
"C130026I21Rik",15,24,17,17,17,30,37,37
"Rpl19-ps1",5,4,5,6,8,11,6,8
"Gm7582",0,0,1,3,0,0,0,1
"Gm53056",6,4,5,1,10,21,1,3
"Gm18342",0,3,1,5,3,2,0,4
"A530032D15Rik",43,26,28,10,16,41,45,42
"A530040E14Rik",8,1,3,1,0,6,6,5
"Gm16038",0,0,0,0,0,0,3,0
"Gm52951",0,0,0,0,0,0,1,0
"Gm6264",0,0,1,1,0,0,0,1
"Gm52950",0,0,0,0,0,0,0,1
"Gm7609",1,3,5,3,7,12,8,19
"Gm16026",0,0,1,1,0,0,0,3
"Gm2619",14,11,6,10,18,16,18,26
"Gm16025",4,6,16,5,9,20,8,7
"Gm7281",2,0,2,1,0,2,0,0
"Gm52955",0,1,3,0,0,1,5,0
"Gm2427",1,1,0,0,0,0,0,0
"Gm16092",7,13,7,8,10,6,13,20
"Gm7592",4,8,3,4,6,8,14,7
"G530012D18Rik",0,1,1,0,0,0,0,0
"Sp110",1389,1461,1266,1139,1009,2067,1623,1825
"Gm16094",0,0,0,0,0,0,0,3
"Sp140",1149,1115,1102,881,979,1441,1401,1620
"Gm17017",4,5,5,2,2,1,9,11
"Sp100",7299,5908,6704,6419,5770,10164,9057,11614
"A630001G21Rik",64,71,62,84,45,50,103,105
"Mir8096",0,0,0,0,0,0,1,0
"9930111H07Rik",0,1,1,0,0,0,1,0
"Cab39",4719,5855,6974,5493,5616,6660,6573,9498
"Itm2c",17613,18503,23163,20252,20823,27604,25080,31354
"4933407L21Rik",2,3,2,1,0,3,6,0
"Gpr55",0,1,0,0,1,3,1,0
"Gm28100",0,0,0,0,0,0,0,1
"Gm18180",3,3,2,0,1,9,5,3
"2810459M11Rik",47,43,78,68,57,46,51,91
"Psmd1",4682,6910,6557,5236,5679,7886,7448,10792
"Gm22786",4,0,0,0,0,0,0,0
"Htr2b",7,12,19,11,12,4,20,20
"Gm37914",8,9,17,6,11,7,20,19
"Armc9",612,915,969,841,830,945,990,1482
"B3gnt7",8,13,11,13,23,15,9,22
"Ncl",17075,28349,25486,21722,20370,31521,24164,38755
"Mir3535",0,0,0,0,0,0,1,0
"Snord82",1,0,0,1,2,0,2,0
"C130036L24Rik",41,45,24,31,23,48,40,41
"Tex44",0,0,1,0,0,0,0,0
"Ptma",12824,17520,14596,14086,13471,20606,21520,28788
"Pde6d",1896,1728,2037,1710,1905,2326,2698,2657
"Cops7b",575,796,784,658,784,1066,797,1303
"Gm37022",1,0,0,1,0,0,0,0
"Nppc",166,260,82,104,106,123,164,216
"Dis3l2",942,1312,1420,1167,1152,1411,1322,1887
"Gm29055",1,0,1,1,0,3,0,2
"Gm37485",1,3,2,0,2,0,4,7
"Gm38142",2,0,3,1,4,5,2,4
"Gm38010",3,1,2,0,1,0,2,5
"Gm37541",4,1,5,1,4,0,4,7
"Gm38021",25,13,9,9,15,5,6,9
"Gm6136",199,233,133,124,169,281,285,340
"Gm37967",2,7,0,6,8,1,8,6
"Gm37017",0,0,1,2,2,0,0,3
"Gm37447",10,22,12,20,31,19,26,40
"Akp-ps1",10,13,2,12,7,6,16,25
"Akp3",0,0,2,0,0,0,0,0
"Ecel1",4,11,8,11,13,8,3,11
"Prss56",3,4,0,0,4,1,2,3
"Chrnd",0,4,4,1,0,3,0,4
"Chrng",4,2,0,1,0,2,4,6
"Eif4e2",4891,6414,5569,4958,5290,7409,6960,8698
"Gm26187",0,2,2,0,0,0,0,2
"Efhd1",14792,8404,11724,9296,8750,10904,16266,11705
"Efhd1os",10,9,10,11,5,8,8,4
"Gigyf2",3440,4457,4825,4170,4231,5064,5059,8908
"Kcnj13",3,7,3,1,3,3,3,5
"Snorc",0,0,0,0,8,14,0,7
"Ngef",644,1068,897,1080,1014,1749,713,1717
"Neu2",45,41,43,78,49,133,70,64
"Gm6153",0,2,2,1,3,1,1,3
"Inpp5d",14,8,25,18,40,8,95,31
"Atg16l1",1488,1761,1999,1801,1989,2449,2363,3073
"Gm25395",2,0,1,2,0,0,4,2
"Scarna6",0,1,4,2,4,0,6,7
"Sag",12,10,20,14,14,15,30,19
"Dgkd",1557,2283,2391,2261,2227,2642,2554,3656
"Gm19582",0,0,0,0,0,0,0,6
"4833421G17Rik",1,1,0,1,1,0,2,0
"Gm38365",2,6,2,5,7,2,4,4
"Usp40",1494,1910,2176,1936,1813,1900,2170,3295
"Gm5832",0,1,0,0,0,0,1,0
"Ugt1a10",0,1,1,3,0,0,0,0
"Gm20528",0,1,2,0,1,0,1,0
"Ugt1a9",0,0,1,0,0,0,0,1
"Ugt1a7c",784,840,1087,1051,745,1007,953,1552
"Gm15373",0,2,0,0,0,0,0,2
"Ugt1a6b",39,34,47,49,43,41,57,66
"Gm15372",0,10,0,0,2,0,0,2
"Gm15370",1,1,0,1,1,0,0,4
"Ugt1a6a",54,49,30,43,49,48,48,67
"Gm15369",4,1,2,4,5,1,0,10
"Gm15374",6,1,4,2,3,0,3,9
"Gm15371",2,6,6,3,0,0,2,9
"Ugt1a5",11,5,4,4,6,3,8,17
"Gm52972",2,2,0,0,0,0,0,3
"Gm15368",0,1,0,2,1,5,0,11
"Gm15376",3,1,1,2,5,1,4,6
"Ugt1a2",8,1,5,6,7,3,10,6
"Dnajb3",92,89,71,58,72,95,85,104
"Ugt1a1",6,4,8,5,10,4,5,8
"Mroh2a",9,40,26,29,28,26,9,27
"Hjurp",3458,3537,4633,4086,4154,4384,4818,6959
"Trpm8",5,1,3,1,0,0,0,3
"Glrp1",0,0,2,0,0,2,0,0
"Gm19589",0,7,3,1,3,5,0,3
"Gm38130",0,0,1,0,0,0,1,0
"Gm29336",0,0,0,1,0,0,0,0
"Arl4c",1139,1866,1771,1490,1639,2372,1443,3464
"Platr5",0,1,2,0,0,0,0,1
"Sh3bp4",2271,2042,3797,2968,3489,3576,3525,4559
"Gm38312",0,1,0,0,12,1,3,1
"Gm5259",1,0,0,0,0,2,5,2
"Gm28342",1,7,0,0,0,0,3,1
"Agap1",14413,12079,19618,17672,16128,17219,17528,24019
"Gm37297",4,0,6,6,5,5,1,11
"Gm28499",13,6,14,8,13,2,8,12
"4933400F21Rik",0,0,1,0,2,0,0,0
"Gm37521",14,16,5,8,16,1,16,20
"Gbx2",49,112,132,90,92,119,92,204
"D130058E05Rik",61,218,279,177,185,177,159,368
"Asb18",2,0,0,1,0,0,1,5
"Iqca",0,0,0,0,0,0,0,3
"4930434B07Rik",0,0,0,0,0,0,0,1
"Ackr3",46946,45553,55554,41864,47895,63473,72976,73341
"Gm28721",1,9,7,2,2,6,7,9
"Gm28723",7,18,16,18,13,24,14,14
"Gm28722",5,15,4,2,1,28,11,27
"Gm35048",98,109,133,104,78,113,102,155
"Cops8",2995,3784,4073,3511,3525,5129,4242,5464
"Gm9991",5,15,16,3,7,5,8,14
"Col6a3",243455,433985,521054,521625,431610,465746,394470,910508
"Gm36970",4,12,9,7,10,11,6,20
"Mlph",119,199,258,202,374,377,141,469
"Prlh",0,1,0,0,0,0,0,0
"Rab17",0,0,2,1,8,6,2,8
"Lrrfip1",2850,3823,4349,3864,3503,4590,3593,6824
"Rbm44",0,0,2,2,0,1,0,4
"Gm7776",1,4,1,1,1,2,1,3
"Ramp1",482,477,317,460,385,493,554,494
"Ube2f",1658,2206,2074,1888,2040,3064,2316,3283
"Gm7785",7,27,9,24,17,32,28,20
"Scly",924,1196,1389,1092,1253,1396,1338,1767
"Gm17090",0,1,1,0,0,1,1,0
"Espnl",7,3,3,7,3,5,9,7
"Klhl30",69,87,82,67,35,62,122,53
"Erfe",180,235,198,214,148,178,291,253
"Ilkap",2540,3207,2730,2207,2517,3252,2950,3549
"Hes6",607,812,620,527,685,724,744,849
"Per2",425,544,826,1022,1124,1653,1262,2675
"Gm28381",0,0,1,0,0,0,0,0
"Gm28382",0,0,0,0,1,0,0,0
"Traf3ip1",431,660,767,669,653,692,735,1187
"Asb1",1364,1439,2075,1632,1699,1680,1785,2703
"Gm29100",22,24,53,27,48,57,69,68
"Twist2",1022,982,1330,986,1217,1977,1417,1876
"Gm29101",2,5,2,6,6,7,9,4
"Hdac4",3499,3825,5196,3680,3440,4071,5350,5525
"Gm37048",0,2,0,0,0,1,0,0
"Gm37036",3,6,0,3,2,0,4,5
"Ndufa10",2628,3330,3176,2671,2705,4203,3705,4492
"Olfr1414",0,0,0,0,3,0,0,0
"Olfr12",0,0,0,0,0,0,0,1
"Cops9",980,1081,563,542,809,1747,1123,913
"Otos",0,2,1,1,1,2,0,1
"Gm29483",0,2,3,0,1,0,1,0
"Gpc1",4837,10402,12085,10587,9638,12003,7755,16359
"Ankmy1",11,16,15,13,15,13,20,25
"Dusp28",281,206,250,186,215,285,285,218
"5033417F24Rik",11,17,31,19,16,16,20,29
"Rnpepl1",3412,3959,5395,4088,4704,5036,4577,5967
"9430060I03Rik",0,2,1,3,6,0,1,1
"Capn10",789,756,1012,821,934,1077,969,1447
"Gpr35",101,86,242,180,123,174,203,251
"Kif1a",140,222,172,193,167,242,323,418
"Gm28086",0,3,0,0,0,0,0,0
"Agxt",11,28,34,14,34,37,16,38
"Mab21l4",4,7,3,1,4,1,8,5
"Crocc2",307,532,807,535,542,681,485,1287
"Sned1",20643,39141,51342,39686,36519,53810,37140,90295
"Mir6901",1,0,1,1,0,0,0,1
"Mterf4",380,362,284,274,263,473,401,496
"Gm28535",7,19,2,10,17,20,0,3
"Gm7867",1,2,4,2,2,2,2,4
"Pask",144,149,154,162,174,217,161,301
"Ppp1r7",1795,2182,2330,1754,1872,2411,2214,3277
"Mir6345",0,0,1,1,0,0,0,0
"Gm26446",0,0,0,0,0,0,0,1
"Ano7",25,37,54,47,26,29,54,51
"Hdlbp",35542,51243,66610,58400,54027,70903,55819,103447
"Gm17415",5,0,6,3,0,5,3,2
"Farp2",864,1046,1618,1372,1240,1400,1501,2704
"Gm37250",10,1,8,3,0,5,6,5
"Stk25",5855,6715,7214,6255,6562,8629,8512,10841
"Gm28536",11,0,12,6,2,2,3,2
"Bok",543,749,674,684,663,679,641,880
"Thap4",1452,1662,1619,1267,1296,2008,1652,2234
"Gm10550",0,0,2,2,0,0,0,0
"Atg4b",2046,2446,2788,2241,2335,3222,2988,4250
"Dtymk",1175,1276,1081,1100,1104,1788,1528,1678
"Ing5",1302,1772,1536,1223,1192,1727,1986,2016
"D2hgdh",529,495,606,627,586,695,735,985
"Gal3st2",0,0,0,1,1,0,2,1
"Pdcd1",0,0,1,0,0,0,2,0
"Gm7895",10,10,7,3,5,3,10,18
"Gm5264",0,0,0,0,0,1,0,0
"Fam174a",1094,1197,920,898,951,1355,1615,1644
"BC055308",14,9,7,7,6,6,10,5
"Gm15427",235,283,269,190,238,432,364,279
"St8sia4",2,6,5,4,11,2,38,9
"Gm6430",10,6,8,7,3,7,6,14
"Macir",253,377,418,351,391,545,458,600
"Gm53038",0,0,0,0,0,0,1,0
"Ppip5k2",1628,2494,2583,2242,2181,2295,2905,4210
"Gin1",249,267,202,207,235,274,363,353
"Pam",35342,41704,40685,33289,32087,38044,46177,56383
"Gm37140",24,34,30,23,28,6,31,43
"Btf3-ps1",120,152,120,104,103,225,209,192
"B230216N24Rik",55,47,33,64,58,51,54,96
"1810006J02Rik",0,0,0,0,0,0,1,0
"Gm29461",1,1,0,0,2,4,0,0
"Gm7952",0,0,1,0,0,0,0,0
"Gm29462",4,5,7,3,1,8,0,1
"Gm3555",5,3,0,1,2,4,4,9
"Gm7967",8,3,15,2,5,9,12,19
"Gm29460",0,0,3,0,3,0,0,0
"Prdx2-ps1",1,15,6,6,2,7,9,3
"Gm19029",0,2,1,2,0,1,0,1
"Gm29668",1,3,2,1,1,7,0,2
"Gm29667",2,2,3,5,2,3,3,7
"Psmb6-ps2",1,3,0,0,0,0,0,0
"Gm28188",0,0,2,0,0,5,4,0
"Gm28187",5,5,6,10,11,1,14,5
"Cdh20",0,3,2,11,2,1,7,5
"Rnf152",242,250,281,211,277,245,325,438
"Gm17634",3,5,4,1,1,2,1,2
"Gm28403",1,4,2,1,5,1,2,2
"Capza1-ps1",71,76,61,89,65,101,129,191
"Pign",2152,2872,3511,3087,2693,2941,3554,5455
"Gm28404",1,1,0,0,1,0,0,1
"Gm20302",0,0,1,0,0,0,0,0
"Relch",2049,2059,2726,2286,2208,2373,2879,3695
"Gm37566",4,4,1,5,0,0,12,4
"Gm10193",0,0,1,1,0,0,2,1
"Tnfrsf11a",38,36,13,21,32,27,37,27
"Gm18801",0,0,0,0,0,0,0,1
"Gm7160",55,41,54,29,57,59,43,86
"Zcchc2",1334,1489,2023,1588,1514,2170,1770,2880
"Gm26509",2,3,1,6,1,2,4,5
